"title","latitude","longitude"
"Other",38.05542541671363,-84.52787476599637
"Other",38.05542541671363,-84.52787476599637
"Other",38.05542541671363,-84.52787476599637
"Other",38.05542541671363,-84.52787476599637
"Other",38.05282072710508,-84.53121719123251
"Other",38.05282072710508,-84.53121719123251
"Other",38.05282072710508,-84.53121719123251
"American Elm",43.22260108780416,-77.05857024535263
"Other",38.0331182518016,-84.5054124388782
"American Elm",42.534525627309954,-71.55313700444209
"Hemlock",43.220858280587215,-77.06141715876484
"Ash",43.22101745292844,-77.061457224262
"American Chestnut",39.64145915120807,-79.82581676922722
"Other",35.94816469400549,-83.94172439176252
"American Chestnut",38.16069989,-78.70408416
"American Chestnut",38.18671393,-78.77124869
"American Chestnut",38.18717946,-78.77089768
"American Chestnut",40.58222492,-75.49028415
"American Chestnut",38.18676759,-78.77063547
"American Chestnut",38.18651669,-78.77046429
"American Chestnut",38.18645163,-78.76912393
"American Chestnut",38.554349,-78.39773862
"American Chestnut",38.55365831,-78.39790071
"American Chestnut",38.552913,-78.3980545
"American Chestnut",38.33087829,-78.4947422
"American Chestnut",38.33048921,-78.4926368
"American Elm",38.90798363,-77.28754957
"Other",20.608553853836476,-105.23442333573962
"American Chestnut",38.16089716743507,-78.70443094529091
"American Chestnut",37.57836365610135,-79.15202960379342
"American Chestnut",37.591224554961165,-79.1324629728488
"American Chestnut",37.629546741990026,-78.98216991692686
"American Chestnut",37.58060263007654,-79.15633496835748
"American Chestnut",37.607870721293246,-79.16857707321566
"American Chestnut",37.93175127360777,-78.95120599314473
"American Chestnut",38.16087185408749,-78.70406138718008
"American Chestnut",37.590553960797926,-79.1320694424949
"Other",43.954775,-71.74526833333333
"Other",43.95477999999999,-71.74528833333333
"Other",43.95437666666667,-71.74657833333335
"Other",43.95436333333334,-71.746585
"Other",43.95402666666667,-71.747945
"Other",43.95401833333334,-71.74793500000001
"Other",43.953845,-71.74910333333334
"Other",43.953848333333326,-71.74911499999999
"Other",43.954176666666676,-71.75153
"Other",43.954176666666676,-71.75151666666667
"Other",43.953064999999995,-71.75230333333334
"Other",43.95319333333334,-71.75225499999999
"Other",43.95321166666666,-71.75090499999999
"Other",43.95321166666666,-71.75090333333333
"Other",43.95312666666667,-71.74938999999999
"Other",43.953136666666666,-71.74941166666667
"Other",43.953635000000006,-71.74733166666667
"Other",43.95364333333334,-71.74733333333334
"American Chestnut",43.86651551,-69.85210737
"Other",38.03111809,-84.49145042
"Other",38.01400734,-84.51011843
"Other",38.01481133,-84.51113727
"Other",38.0219475,-84.50063763
"Other",38.02994308,-84.42290096
"Other",38.05327024,-84.53004489
"Other",38.05470215,-84.52824949
"Other",38.10043567,-84.50189338
"Other",38.0967504,-84.5050998
"Other",38.09463943,-84.50075868
"Other",38.09504224,-84.50115551
"Other",38.09464309,-84.50025433
"Other",37.95341405,-84.50113751
"Other",37.95599798,-84.50415576
"Other",37.95577674,-84.50465867
"Other",37.99830636,-84.50043121
"White Oak",37.89773999,-84.36211894
"Other",37.89744672,-84.3634631
"Other",37.89603698,-84.36222565
"Other",38.04033601,-84.55963772
"Other",37.89773941,-84.36204204
"Other",37.8977644,-84.36179718
"Other",37.89871268,-84.36213918
"Other",38.01634501,-84.46355486
"Other",38.03193323,-84.42871733
"Other",38.03303655,-84.43154273
"Other",38.01582641,-84.52195157
"Other",38.02982601,-84.4227231
"Other",37.96337329,-84.46388693
"Other",37.96318526,-84.46399085
"Other",37.96375581,-84.46281352
"Other",37.96451155,-84.46260018
"Other",37.9652385,-84.46280483
"American Chestnut",37.91518854912176,-79.07158680267545
"American Chestnut",37.9142721137385,-79.07296495519492
"American Chestnut",37.91373537856891,-79.0735447314373
"American Chestnut",37.76172302666843,-79.29004996091061
"American Chestnut",37.50513054899639,-78.86684624485565
"American Chestnut",37.50418683051831,-78.86627124629808
"Other",41.73956391,-88.01750649
"American Chestnut",37.20290954741189,-79.97212106798833
"American Chestnut",36.62784678399249,-81.79584723904895
"Other",20.46569905045492,-105.29201183867741
"Other",20.4657568939808,-105.29203178093472
"Other",20.4657568939808,-105.29203178093472
"American Chestnut",39.49245769,-76.69227852
"American Chestnut",39.49195648,-76.69218281
"Other",38.05738611150352,-84.50967103250744
"Other",38.057442605530895,-84.50967866003933
"Other",38.05808210283337,-84.50988661505701
"Other",38.058093250764585,-84.50993170969608
"Other",38.05731398522673,-84.50875128627243
"Other",38.058582628181256,-84.51074659832241
"Other",38.05857122879294,-84.51076026082458
"Other",38.05919559676019,-84.5126795490128
"Other",38.05685747122504,-84.50997509084304
"Other",38.05445940237311,-84.52965256765907
"Ash",37.90244557,-84.3616989
"Ash",37.90246079,-84.36155394
"Ash",37.90249757,-84.36219399
"Ash",37.90254006,-84.36220536
"Ash",37.90213452,-84.36311129
"Ash",37.90325547,-84.36175859
"Ash",37.90337696,-84.36184525
"Ash",37.90332246,-84.36154708
"Ash",37.90374388,-84.36178986
"Ash",37.9037681,-84.36160021
"Ash",37.90415263,-84.36154254
"Ash",37.90398293,-84.36206664
"Ash",37.90388881,-84.36184683
"Ash",37.90380611,-84.36180082
"Ash",37.90369367,-84.36223152
"Ash",37.903981,-84.36229403
"Ash",37.9040097,-84.3622814
"Ash",37.90363799,-84.36225569
"Ash",37.90393894,-84.36257725
"Ash",37.90380016,-84.3624861
"Ash",37.90403255,-84.3623315
"Ash",37.90414163,-84.36249687
"Ash",37.90417261,-84.36285334
"Ash",37.90439184,-84.3624962
"Ash",37.90439376,-84.36276619
"Ash",37.90451363,-84.36266193
"Ash",37.90474372,-84.3625568
"Ash",37.90491223,-84.36259
"Ash",37.90460235,-84.36318345
"Ash",37.90475506,-84.36301536
"Ash",37.90473614,-84.36300515
"Ash",37.90480592,-84.36279638
"American Elm",42.0250917412732,-78.49309693097928
"American Chestnut",39.80740113653224,-75.48774727627215
"American Chestnut",37.48024325355652,-79.68109122484893
"American Chestnut",37.48029123995218,-79.6820219513771
"American Chestnut",37.47700184587154,-79.68987621374399
"American Chestnut",37.43646021470189,-79.74170261070108
"American Chestnut",37.432270939496746,-79.74843529060459
"American Chestnut",37.374102459323936,-80.52034520551611
"American Chestnut",37.37330303530895,-80.51899706021
"American Chestnut",37.37362334973865,-80.51957231022466
"American Chestnut",37.37386759839707,-80.52030145198155
"American Chestnut",37.373930881766015,-80.5208016001438
"American Chestnut",37.349692722817274,-80.53716894246688
"American Chestnut",37.34969691376886,-80.53622438579848
"American Chestnut",37.34967310916385,-80.53544042639484
"American Chestnut",37.3516413476666,-80.53358727142265
"American Chestnut",37.34979967590174,-80.53450651474347
"Ash",37.90499053,-84.36362379
"Ash",37.90493773,-84.36389654
"Ash",37.90356626,-84.36457577
"Ash",37.90491594,-84.36397064
"Ash",37.90429307,-84.3638351
"Ash",37.90425795,-84.36388262
"Ash",37.90495297,-84.36328247
"Ash",35.39760723713356,-85.62078072697447
"American Chestnut",37.25639475255337,-79.93432671409755
"American Chestnut",37.37891828179115,-80.15595076613143
"American Chestnut",37.37891828179115,-80.15595076613143
"American Chestnut",37.374609815922916,-80.15806518502548
"American Chestnut",37.34594953249893,-80.2500346117469
"Other",20.467194366895843,-105.29288024897653
"Other",20.46641030051971,-105.29239327981087
"Other",35.948186963830096,-83.94193137072394
"American Chestnut",38.8190871617187,-77.90965075611874
"American Chestnut",38.81942876,-77.90782892
"American Chestnut",38.81967313,-77.91151352
"American Chestnut",38.84038059,-77.9107915
"American Chestnut",38.83085191,-77.91505475
"American Chestnut",38.84290631,-77.93017628
"American Chestnut",40.647220159835946,-82.54497963790028
"Ash",38.03961517758485,-84.06189383946737
"Ash",38.038854191118084,-84.06457012615692
"Ash",38.03884426966678,-84.06460270109396
"Ash",38.038844269999984,-84.06460269999997
"American Chestnut",35.72149009447146,-82.22493639223484
"American Chestnut",35.71786425079751,-82.22255777575282
"American Chestnut",35.72051481812794,-82.22187188461629
"Ash",35.94531784,-83.97523041
"Ash",35.94430299944798,-83.97716562271488
"Other",35.945959766428864,-83.9729217813201
"American Chestnut",39.933017659969565,-78.96395294003092
"American Chestnut",39.9330383632704,-78.96419710487031
"American Chestnut",39.9330383632704,-78.96419710487031
"American Chestnut",39.93403564210975,-78.96473153501653
"Other",38.05433115925459,-84.5331430435968
"Other",38.014796949027115,-84.50895136230113
"Other",38.01479971505516,-84.50880811557593
"Other",38.014915217680866,-84.51060662053945
"Other",38.01497456155532,-84.51044577181759
"Other",38.01548476800138,-84.51060863219621
"American Chestnut",38.84524025026601,-77.84825842834809
"American Chestnut",38.84540009315949,-77.84833755351403
"American Chestnut",38.835001462175356,-77.82384454279935
"Other",38.01472121853196,-84.50921044692817
"Other",38.01461124796235,-84.51097668156447
"American Chestnut",38.84662280328464,-77.71537316038992
"American Chestnut",38.84651178497713,-77.71538045264568
"American Chestnut",38.84651178497713,-77.71538045264568
"American Chestnut",38.85092611428243,-77.71524508490945
"American Chestnut",38.85092611428243,-77.71524508490945
"American Chestnut",38.337962273544015,-78.35293172865953
"American Chestnut",38.43698662243638,-78.27914524830717
"American Chestnut",39.63795367166366,-79.81750368148072
"American Chestnut",39.63805249430205,-79.81775371365232
"American Chestnut",37.77241464707793,-76.44389712258842
"American Chestnut",37.76955901648641,-76.47714310332805
"American Chestnut",37.769492296537166,-76.47712508223623
"American Chestnut",38.362014186604284,-77.3434982915198
"American Chestnut",38.89888707086341,-77.67827410258137
"American Chestnut",38.907378860785535,-77.67175164080939
"American Chestnut",38.908139350860296,-77.67112215988121
"American Chestnut",38.901964905708006,-77.67859663821541
"American Chestnut",38.896339936218126,-77.67985786318563
"American Chestnut",38.88034479230538,-77.92864423252449
"American Chestnut",38.880395628548115,-77.92861246511147
"American Chestnut",38.87627600695833,-77.9263299052398
"American Chestnut",38.846979243717016,-77.9491477087866
"American Chestnut",38.8472115062539,-77.9502029903959
"American Chestnut",42.284992220850924,-71.67157891213118
"American Chestnut",42.27889371574137,-71.66341200477598
"American Chestnut",42.27687271315816,-71.66379799141703
"American Chestnut",42.2770702327064,-71.66451087228177
"Ash",37.59857216,-79.86148157
